BASE_ENTREGA,CIDADE,BAIRRO,TIPO_VEICULO,VALOR
CD TRS 001,TERESÓPOLIS,JARDIM MEUDON,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,MORRO  DOS PINHEIROS,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,JARDIM SALACO,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,MEUDON,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,NOSSA SENHORA DE FATIMA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,PAINEIRA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,PANORAMA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,PARQUE DO IMBUI,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,PARQUE DO INGA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,PARQUE SAO LUIZ,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,PIMENTEIRAS,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,POSSE,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,PRATA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,QUEBRA FRASCOS,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,QUINTA DA BARRA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,QUINTA LEBRAO,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,SANTA CECILIA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,SAO PEDRO,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,SOBERBO,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,TAUMATURGO,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,TIJUCA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,VALE DO PARAISO,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,VARZEA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,VILA MUQUI,BIKE,"2,00"
CD TRS 001,GUAPIMIRIM,BAIRRO INEXISTENTE,BIKE,"2,00"
CD TRS 001,MAGÉ,BAIRRO INEXISTENTE,BIKE,"2,00"
CD CRD 001,CANTAGALO,BAIRRO INEXISTENTE,BIKE,"2,00"
CD CRD 001,CORDEIRO,BAIRRO INEXISTENTE,BIKE,"2,00"
CD CRD 001,MACUCO,BAIRRO INEXISTENTE,BIKE,"2,00"
CD CRD 001,SÃO SEBASTIÃO DO ALTO,BAIRRO INEXISTENTE,BIKE,"2,00"
CD CRD 001,TRAJANO DE MORAES,BAIRRO INEXISTENTE,BIKE,"2,00"
CD CRD 001,SANTA MARIA MADALENA,BAIRRO INEXISTENTE,BIKE,"2,00"
CD TRI 001,TRÊS RIOS,BAIRRO INEXISTENTE,BIKE,"2,00"
CD TRI 001,COMENDADOR LEVY GASPARIAN,BAIRRO INEXISTENTE,BIKE,"2,00"
CD TRI 001,PARAÍBA DO SUL,BAIRRO INEXISTENTE,BIKE,"2,00"
CD CFB 001,TAMOIOS,BAIRRO INEXISTENTE,BIKE,"2,00"
CD CFB 001,UNAMAR,BAIRRO INEXISTENTE,BIKE,"2,00"
CD CFB 001,CABO FRIO,BAIRRO INEXISTENTE,BIKE,"2,00"
CD CFB 001,SÃO PEDRO DA ALDEIA,BAIRRO INEXISTENTE,BIKE,"2,00"
CD CFB 001,RIO DAS OSTRAS,BAIRRO INEXISTENTE,BIKE,"2,00"
CD CFB 001,BÚZIOS,BAIRRO INEXISTENTE,BIKE,"2,00"
CD CFB 001,ARMAÇÃO DOS BÚZIOS,BAIRRO INEXISTENTE,BIKE,"2,00"
CD CFB 001,CASIMIRO DE ABREU,BAIRRO INEXISTENTE,BIKE,"2,00"
CD CPG 001,SÃO FRANCISCO DE ITABAPOANA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CPG 001,SÃO JOÃO DA BARRA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CPG 001,CAMPOS DOS GOYTACAZES,BAIRRO INEXISTENTE,BIKE,"1,40"
CD IPE 001,APERIBÉ,BAIRRO INEXISTENTE,BIKE,"1,40"
CD IPE 001,ITAOCARA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD IPE 001,SANTO ANTÔNIO DE PÁDUA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD IPE 001,CAMBUCI,BAIRRO INEXISTENTE,BIKE,"1,40"
CD IPE 001,SÃO FIDÉLIS,BAIRRO INEXISTENTE,BIKE,"1,40"
CD IPE 001,LAJE DO MURIAÉ,BAIRRO INEXISTENTE,BIKE,"1,40"
CD IPE 001,ITAPERUNA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD IPE 001,MIRACEMA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD IPE 001,NATIVIDADE,BAIRRO INEXISTENTE,BIKE,"1,40"
CD IPE 001,PORCIÚNCULA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD IPE 001,VARRE-SAI,BAIRRO INEXISTENTE,BIKE,"1,40"
CD IPE 001,ARÉ,BAIRRO INEXISTENTE,BIKE,"2,10"
CD IPE 001,SÃO JOSÉ DE UBÁ,BAIRRO INEXISTENTE,BIKE,"1,40"
CD IPE 001,BOM JESUS DO ITABAPOANA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD IPE 001,ITALVA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD IPE 001,CARDOSO MOREIRA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD ARR 001,ARARUAMA,BAIRRO INEXISTENTE,BIKE,"2,00"
CD ARR 001,SAQUAREMA,BAIRRO INEXISTENTE,BIKE,"2,00"
CD ARR 001,ARRAIAL DO CABO,BAIRRO INEXISTENTE,BIKE,"2,00"
CD ARR 001,IGUABA GRANDE,BAIRRO INEXISTENTE,BIKE,"2,00"
CD MAC 001,CARAPEBUS,BAIRRO INEXISTENTE,BIKE,"2,20"
CD MAC 001,QUISSAMÃ,BAIRRO INEXISTENTE,BIKE,"2,20"
CD MAC 001,CONCEIÇÃO DE MACABU,BAIRRO INEXISTENTE,BIKE,"2,20"
CD MAC 001,MACAÉ,BAIRRO INEXISTENTE,BIKE,"2,20"
CD BSF 001,BARRA DE SÃO FRANCISCO,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CLN 001,ÁGUA DOCE DO NORTE,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CLN 001,ÁGUIA BRANCA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CLN 001,ALTO RIO NOVO,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CLN 001,BAIXO GUANDU,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CLN 001,COLATINA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CLN 001,ECOPORANGA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CLN 001,GOVERNADOR LINDENBERG,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CLN 001,ITAGUAÇU,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CLN 001,ITARANA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CLN 001,MANTENÓPOLIS,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CLN 001,MARILÂNDIA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CLN 001,PANCAS,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CLN 001,SANTA MARIA DE JETIBÁ,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CLN 001,SANTA TERESA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CLN 001,SÃO DOMINGOS DO NORTE,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CLN 001,SÃO GABRIEL DA PALHA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CLN 001,SÃO ROQUE DO CANAÃ,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CLN 001,VILA PAVÃO,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CLN 001,VILA VALÉRIO,BAIRRO INEXISTENTE,BIKE,"1,40"
CD LIN 001,LINHARES,BAIRRO INEXISTENTE,BIKE,"1,40"
CD LIN 001,RIO BANANAL,BAIRRO INEXISTENTE,BIKE,"1,40"
CD LIN 001,SOORETAMA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD ARC 001,ARACRUZ,BAIRRO INEXISTENTE,BIKE,"1,40"
CD ARC 001,IBIRAÇU,BAIRRO INEXISTENTE,BIKE,"1,40"
CD ARC 001,JOÃO NEIVA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CAR 001,CARIACICA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CAR 001,VIANA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CAR 001,VILA VELHA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDC 001,AFONSO CLÁUDIO,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDC 001,BREJETUBA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDC 001,CONCEIÇÃO DO CASTELO,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDC 001,IBATIBA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDC 001,IRUPI,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDC 001,IÚNA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDC 001,LARANJA DA TERRA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDC 001,MUNIZ FREIRE,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDC 001,VENDA NOVA DO IMIGRANTE,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDI 001,ALEGRE,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDI 001,APIACÁ,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDI 001,ATÍLIO VIVÁCQUA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDI 001,BOM JESUS DO NORTE,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDI 001,CACHOEIRO DE ITAPEMIRIM,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDI 001,CASTELO,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDI 001,DIVINO DE SÃO LOURENÇO,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDI 001,DORES DO RIO PRETO,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDI 001,GUAÇUÍ,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDI 001,IBITIRAMA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDI 001,ITAPEMIRIM,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDI 001,JERÔNIMO MONTEIRO,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDI 001,MIMOSO DO SUL,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDI 001,MUQUI,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDI 001,PRESIDENTE KENNEDY,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDI 001,RIO NOVO DO SUL,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDI 001,SÃO JOSÉ DO CALÇADO,BAIRRO INEXISTENTE,BIKE,"1,40"
CD CDI 001,VARGEM ALTA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD GPR 001,ALFREDO CHAVES,BAIRRO INEXISTENTE,BIKE,"1,40"
CD GPR 001,ANCHIETA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD GPR 001,GUARAPARI,BAIRRO INEXISTENTE,BIKE,"1,40"
CD GPR 001,ICONHA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD GPR 001,PIÚMA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD MRT 001,MARATAÍZES,BAIRRO INEXISTENTE,BIKE,"1,40"
CD SMT 001,BOA ESPERANÇA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD SMT 001,CONCEIÇÃO DA BARRA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD SMT 001,JAGUARÉ,BAIRRO INEXISTENTE,BIKE,"1,40"
CD SMT 001,MONTANHA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD SMT 001,MUCURICI,BAIRRO INEXISTENTE,BIKE,"1,40"
CD SMT 001,NOVA VENÉCIA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD SMT 001,PEDRO CANÁRIO,BAIRRO INEXISTENTE,BIKE,"1,40"
CD SMT 001,PINHEIROS,BAIRRO INEXISTENTE,BIKE,"1,40"
CD SMT 001,PONTO BELO,BAIRRO INEXISTENTE,BIKE,"1,40"
CD SMT 001,SÃO MATEUS,BAIRRO INEXISTENTE,BIKE,"1,40"
CD SRR 001,DOMINGOS MARTINS,BAIRRO INEXISTENTE,BIKE,"1,40"
CD SRR 001,FUNDÃO,BAIRRO INEXISTENTE,BIKE,"1,40"
CD SRR 001,MARECHAL FLORIANO,BAIRRO INEXISTENTE,BIKE,"1,40"
CD SRR 001,SANTA LEOPOLDINA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD SRR 001,SERRA,BAIRRO INEXISTENTE,BIKE,"1,40"
CD VIR 001,VITÓRIA,BAIRRO INEXISTENTE,BIKE,"1,40"
