BASE_ENTREGA,CIDADE,BAIRRO,TIPO_VEICULO,VALOR
CD TRS 001,TERESÓPOLIS,PARQUE DO INGA,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,PARQUE SAO LUIZ,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,PIMENTEIRAS,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,POSSE,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,PRATA,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,QUEBRA FRASCOS,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,QUINTA DA BARRA,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,QUINTA LEBRAO,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,SANTA CECILIA,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,SAO PEDRO,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,SOBERBO,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,TAUMATURGO,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,TIJUCA,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,VALE DO PARAISO,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,VARZEA,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,VILA MUQUI,CARRO,"2,80"
CD TRS 001,GUAPIMIRIM,BAIRRO INEXISTENTE,CARRO,"2,50"
CD TRS 001,MAGÉ,BAIRRO INEXISTENTE,CARRO,"2,50"
CD CRD 001,CANTAGALO,BAIRRO INEXISTENTE,CARRO,"2,50"
CD CRD 001,CORDEIRO,BAIRRO INEXISTENTE,CARRO,"2,50"
CD CRD 001,MACUCO,BAIRRO INEXISTENTE,CARRO,"2,70"
CD CRD 001,SÃO SEBASTIÃO DO ALTO,BAIRRO INEXISTENTE,CARRO,"2,70"
CD CRD 001,TRAJANO DE MORAES,BAIRRO INEXISTENTE,CARRO,"3,20"
CD CRD 001,SANTA MARIA MADALENA,BAIRRO INEXISTENTE,CARRO,"3,20"
CD TRI 001,TRÊS RIOS,BAIRRO INEXISTENTE,CARRO,"2,70"
CD TRI 001,COMENDADOR LEVY GASPARIAN,BAIRRO INEXISTENTE,CARRO,"2,80"
CD TRI 001,PARAÍBA DO SUL,BAIRRO INEXISTENTE,CARRO,"2,90"
CD CFB 001,TAMOIOS,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CFB 001,UNAMAR,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CFB 001,CABO FRIO,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CFB 001,SÃO PEDRO DA ALDEIA,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CFB 001,RIO DAS OSTRAS,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CFB 001,BÚZIOS,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CFB 001,ARMAÇÃO DOS BÚZIOS,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CFB 001,CASIMIRO DE ABREU,BAIRRO INEXISTENTE,CARRO,"2,50"
CD CPG 001,SÃO FRANCISCO DE ITABAPOANA,BAIRRO INEXISTENTE,CARRO,"3,60"
CD CPG 001,SÃO JOÃO DA BARRA,BAIRRO INEXISTENTE,CARRO,"3,60"
CD CPG 001,CAMPOS DOS GOYTACAZES,BAIRRO INEXISTENTE,CARRO,"2,80"
CD IPE 001,APERIBÉ,BAIRRO INEXISTENTE,CARRO,"2,80"
CD IPE 001,ITAOCARA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD IPE 001,SANTO ANTÔNIO DE PÁDUA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD IPE 001,CAMBUCI,BAIRRO INEXISTENTE,CARRO,"3,00"
CD IPE 001,SÃO FIDÉLIS,BAIRRO INEXISTENTE,CARRO,"2,80"
CD IPE 001,LAJE DO MURIAÉ,BAIRRO INEXISTENTE,CARRO,"2,80"
CD IPE 001,ITAPERUNA,BAIRRO INEXISTENTE,CARRO,"2,70"
CD IPE 001,MIRACEMA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD IPE 001,NATIVIDADE,BAIRRO INEXISTENTE,CARRO,"2,80"
CD IPE 001,PORCIÚNCULA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD IPE 001,VARRE-SAI,BAIRRO INEXISTENTE,CARRO,"2,80"
CD IPE 001,ARÉ,BAIRRO INEXISTENTE,CARRO,"2,80"
CD IPE 001,SÃO JOSÉ DE UBÁ,BAIRRO INEXISTENTE,CARRO,"2,80"
CD IPE 001,BOM JESUS DO ITABAPOANA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD IPE 001,ITALVA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD IPE 001,CARDOSO MOREIRA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD ARR 001,ARARUAMA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD ARR 001,SAQUAREMA,BAIRRO INEXISTENTE,CARRO,"3,20"
CD ARR 001,ARRAIAL DO CABO,BAIRRO INEXISTENTE,CARRO,"2,80"
CD ARR 001,IGUABA GRANDE,BAIRRO INEXISTENTE,CARRO,"2,80"
CD MAC 001,CARAPEBUS,BAIRRO INEXISTENTE,CARRO,"3,50"
CD MAC 001,QUISSAMÃ,BAIRRO INEXISTENTE,CARRO,"3,00"
CD MAC 001,CONCEIÇÃO DE MACABU,BAIRRO INEXISTENTE,CARRO,"3,00"
CD MAC 001,MACAÉ,BAIRRO INEXISTENTE,CARRO,"2,80"
CD BSF 001,BARRA DE SÃO FRANCISCO,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CLN 001,ÁGUA DOCE DO NORTE,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CLN 001,ÁGUIA BRANCA,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CLN 001,ALTO RIO NOVO,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CLN 001,BAIXO GUANDU,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CLN 001,COLATINA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CLN 001,ECOPORANGA,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CLN 001,GOVERNADOR LINDENBERG,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CLN 001,ITAGUAÇU,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CLN 001,ITARANA,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CLN 001,MANTENÓPOLIS,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CLN 001,MARILÂNDIA,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CLN 001,PANCAS,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CLN 001,SANTA MARIA DE JETIBÁ,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CLN 001,SANTA TERESA,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CLN 001,SÃO DOMINGOS DO NORTE,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CLN 001,SÃO GABRIEL DA PALHA,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CLN 001,SÃO ROQUE DO CANAÃ,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CLN 001,VILA PAVÃO,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CLN 001,VILA VALÉRIO,BAIRRO INEXISTENTE,CARRO,"3,00"
CD LIN 001,LINHARES,BAIRRO INEXISTENTE,CARRO,"2,70"
CD LIN 001,RIO BANANAL,BAIRRO INEXISTENTE,CARRO,"3,00"
CD LIN 001,SOORETAMA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD ARC 001,ARACRUZ,BAIRRO INEXISTENTE,CARRO,"3,00"
CD ARC 001,IBIRAÇU,BAIRRO INEXISTENTE,CARRO,"3,00"
CD ARC 001,JOÃO NEIVA,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CAR 001,CARIACICA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CAR 001,VIANA,BAIRRO INEXISTENTE,CARRO,"2,90"
CD CAR 001,VILA VELHA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CDC 001,AFONSO CLÁUDIO,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CDC 001,BREJETUBA,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CDC 001,CONCEIÇÃO DO CASTELO,BAIRRO INEXISTENTE,CARRO,"2,50"
CD CDC 001,IBATIBA,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CDC 001,IRUPI,BAIRRO INEXISTENTE,CARRO,"2,70"
CD CDC 001,IÚNA,BAIRRO INEXISTENTE,CARRO,"2,70"
CD CDC 001,LARANJA DA TERRA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CDC 001,MUNIZ FREIRE,BAIRRO INEXISTENTE,CARRO,"2,50"
CD CDC 001,VENDA NOVA DO IMIGRANTE,BAIRRO INEXISTENTE,CARRO,"3,00"
CD CDI 001,ALEGRE,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CDI 001,APIACÁ,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CDI 001,ATÍLIO VIVÁCQUA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CDI 001,BOM JESUS DO NORTE,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CDI 001,CACHOEIRO DE ITAPEMIRIM,BAIRRO INEXISTENTE,CARRO,"3,20"
CD CDI 001,CASTELO,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CDI 001,DIVINO DE SÃO LOURENÇO,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CDI 001,DORES DO RIO PRETO,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CDI 001,GUAÇUÍ,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CDI 001,IBITIRAMA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CDI 001,ITAPEMIRIM,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CDI 001,JERÔNIMO MONTEIRO,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CDI 001,MIMOSO DO SUL,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CDI 001,MUQUI,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CDI 001,PRESIDENTE KENNEDY,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CDI 001,RIO NOVO DO SUL,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CDI 001,SÃO JOSÉ DO CALÇADO,BAIRRO INEXISTENTE,CARRO,"2,80"
CD CDI 001,VARGEM ALTA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD GPR 001,ALFREDO CHAVES,BAIRRO INEXISTENTE,CARRO,"2,50"
CD GPR 001,ANCHIETA,BAIRRO INEXISTENTE,CARRO,"3,00"
CD GPR 001,GUARAPARI,BAIRRO INEXISTENTE,CARRO,"2,70"
CD GPR 001,ICONHA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD GPR 001,PIÚMA,BAIRRO INEXISTENTE,CARRO,"3,00"
CD MRT 001,MARATAÍZES,BAIRRO INEXISTENTE,CARRO,"2,80"
CD SMT 001,BOA ESPERANÇA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD SMT 001,CONCEIÇÃO DA BARRA,BAIRRO INEXISTENTE,CARRO,"3,00"
CD SMT 001,JAGUARÉ,BAIRRO INEXISTENTE,CARRO,"3,00"
CD SMT 001,MONTANHA,BAIRRO INEXISTENTE,CARRO,"3,00"
CD SMT 001,MUCURICI,BAIRRO INEXISTENTE,CARRO,"3,00"
CD SMT 001,NOVA VENÉCIA,BAIRRO INEXISTENTE,CARRO,"2,70"
CD SMT 001,PEDRO CANÁRIO,BAIRRO INEXISTENTE,CARRO,"3,00"
CD SMT 001,PINHEIROS,BAIRRO INEXISTENTE,CARRO,"3,00"
CD SMT 001,PONTO BELO,BAIRRO INEXISTENTE,CARRO,"3,00"
CD SMT 001,SÃO MATEUS,BAIRRO INEXISTENTE,CARRO,"2,80"
CD SRR 001,DOMINGOS MARTINS,BAIRRO INEXISTENTE,CARRO,"2,70"
CD SRR 001,FUNDÃO,BAIRRO INEXISTENTE,CARRO,"2,70"
CD SRR 001,MARECHAL FLORIANO,BAIRRO INEXISTENTE,CARRO,"2,70"
CD SRR 001,SANTA LEOPOLDINA,BAIRRO INEXISTENTE,CARRO,"3,00"
CD SRR 001,SERRA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD VIR 001,VITÓRIA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,BAIRRO INEXISTENTE,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,KM 32,MOTO,"3,50"
CD NVI 001,QUEIMADOS,BAIRRO INEXISTENTE,MOTO,"2,50"
CD NVI 001,MESQUITA,BAIRRO INEXISTENTE,MOTO,"2,50"
CD NVI 001,JAPERI,BAIRRO INEXISTENTE,MOTO,"3,00"
CD NVI 001,NOVA IGUAÇU,CABUCU,MOTO,"2,80"
CD NVI 001,NOVA IGUAÇU,AERO CLUBE,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,ALVAREZ,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,BELMONTE,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,BELTERRA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,CALIFORNIA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,CAONZE,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,CENTRO,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,CHACRINHA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,CHAVASCAL,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,COMENDADOR SOARES,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,COMENDADOR SORES,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,CONJUNTO RESIDENCIAL REDENCAO,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,DA LUZ,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,DANON,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,DOM RODRIGO,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,ESSOLANDIA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,FLORES,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,FRATERNIDADE,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,IMPERADOR,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,IMPERIAL,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,INDEPENDENCIA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,IOLANDA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,JARDIM ALVORADA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,JARDIM BELO HORIZONTE,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,JARDIM CANAA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,JARDIM IDEAL,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,JARDIM IGUACU,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,JARDIM IMPERIO,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,JARDIM JASMIM,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,JARDIM LUMAR,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,JARDIM NATAL,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,JARDIM NOSSA SENHORA DAS GRACAS,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,JARDIM NOVA ERA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,JARDIM PALMARES,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,JARDIM PERNAMBUCO,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,JARDIM PITORESCO,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,JARDIM SAO JOAO,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,JOANA D'ARC,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,LAFAIETE,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,MARCO II,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,MARIA DA LUZ,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,MARIA JOSE,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,METROPOLE,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,MOQUETA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,NOSSA SENHORA DAS GRACAS,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,OURO PRETO,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,OURO VERDE,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,PALMEIRAS,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,PARQUE HORIZONTE,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,PARQUE RESIDENCIAL GUADALAJARA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,PARQUE RODILAR,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,PARQUE SAO VICENTE DE PAULO,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,PIONEIRO,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,PRATA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,RANCHO ALEGRE,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,RIACHAO,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,ROSA DOS VENTOS,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,SANTA CATARINA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,SANTA EUFENIA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,SANTA EUGENIA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,SANTA LUCIA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,SANTOS NEVES,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,SAO FRANCISCO XAVIER,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,SAO GERALDO,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,SAO JOSE,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,VILA AVELINA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,VILA BANDEIRANTES,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,VILA BORGES,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,VILA FATIMA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,VILA MARPIZA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,VILA MARTINS,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,VILA NOVA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,VILA SACRA FAMILIA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,VILA SAO DOMINGOS,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,VILA SAO JORGE,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,VILA ZULMIRA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,VISTA ALEGRE,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,AUSTIN,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,CACUIA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,CARLOS SAMPAIO,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,INCONFIDENCIA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,RODILANDIA,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,TINGUAZINHO,MOTO,"2,50"
CD NVI 001,NOVA IGUAÇU,VILA GAUCHA,MOTO,"2,80"
CD NVI 001,NOVA IGUAÇU,MIGUEL COUTO,MOTO,"2,80"
CD NVI 001,NOVA IGUAÇU,GENECIANO,MOTO,"2,80"
CD NVI 001,NOVA IGUAÇU,GRAMA,MOTO,"2,80"
CD NVI 001,NOVA IGUAÇU,BOA ESPERANCA,MOTO,"2,80"
CD NVI 001,NOVA IGUAÇU,PARQUE MARIA DA FONTE,MOTO,"2,80"
CD NVI 001,NOVA IGUAÇU,VILA GUIMARAES,MOTO,"2,50"
CD SJT 001,SÃO JOÃO DE MERITI,BAIRRO INEXISTENTE,MOTO,"2,80"
CD SJT 001,BELFORD ROXO,BAIRRO INEXISTENTE,MOTO,"2,80"
CD SJT 001,MESQUITA,BAIRRO INEXISTENTE,MOTO,"2,80"
CD SJT 001,NILÓPOLIS,BAIRRO INEXISTENTE,MOTO,"2,50"
CD SJT 001,RIO DE JANEIRO,BAIRRO INEXISTENTE,MOTO,"2,80"
CD DQC 002,MAGÉ,BAIRRO INEXISTENTE,MOTO,"3,00"
CD DQC 002,DUQUE DE CAXIAS,BAIRRO INEXISTENTE,MOTO,"2,80"
CD DQC 002,DUQUE DE CAXIAS,XEREM,MOTO,"2,50"
CD DQC 002,DUQUE DE CAXIAS,TAQUARA,MOTO,"2,50"
CD DQC 001,DUQUE DE CAXIAS,BAIRRO INEXISTENTE,MOTO,"2,80"
CD DQC 001,DUQUE DE CAXIAS,VILA LEOPOLDINA,MOTO,"2,50"
CD AST 001,QUEIMADOS,BAIRRO INEXISTENTE,MOTO,"2,50"
CD AST 001,NOVA IGUAÇU,AUSTIN,MOTO,"2,50"
CD AST 001,JAPERI,BAIRRO INEXISTENTE,MOTO,"2,80"
CD SGC 001,SÃO GONÇALO,BAIRRO INEXISTENTE,MOTO,"2,80"
CD SGC 001,MARICÁ,BAIRRO INEXISTENTE,MOTO,"3,00"
CD SGC 002,NITERÓI,BAIRRO INEXISTENTE,MOTO,"2,60"
CD ITB 001,ITABORAÍ,BAIRRO INEXISTENTE,MOTO,"2,60"
CD ITB 001,SILVA JARDIM,BAIRRO INEXISTENTE,MOTO,"3,10"
CD ITB 001,RIO BONITO,BAIRRO INEXISTENTE,MOTO,"2,80"
CD ITB 001,TANGUÁ,BAIRRO INEXISTENTE,MOTO,"2,80"
CD ITB 001,MAGÉ,BAIRRO INEXISTENTE,MOTO,"2,80"
CD ITB 001,GUAPIMIRIM,BAIRRO INEXISTENTE,MOTO,"2,80"
CD RIO 002,RIO DE JANEIRO,BAIRRO INEXISTENTE,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,BAIRRO INEXISTENTE,MOTO,"2,80"
CD RIO 003,RIO DE JANEIRO,SAO CONRADO,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,ROCINHA,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,GAVEA,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,CENTRO,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,PAQUETA,MOTO,"3,80"
CD RIO 003,RIO DE JANEIRO,BOTAFOGO,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,URCA,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,HUMAITA,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,COPACABANA,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,LEME,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,LEBLON,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,LAGOA,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,JARDIM BOTANICO,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,LARANJEIRAS,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,FLAMENGO,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,VIDIGAL,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,SAO CRISTOVAO,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,CATETE,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,TIJUCA,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,MARACANA,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,IPANEMA,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,SAMPAIO,MOTO,"2,60"
CD RIO 003,RIO DE JANEIRO,RIACHUELO,MOTO,"2,60"
